,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,latitude,longitude,claim_year,claim_month,claim_day,claim_weekofyear,claim_weekday,claim_weekend,elapsed_time,rating_per_claim
9414,15654,45.0,F,0.0,80,38073.0,1,1,Rent,15025,2016-10-17,Highway,0,1.0,3,Broker,0,6262.929097,2.0,Medium,27372.23912,red,23232.995590000002,0,40.29,-79.88,2016,10,17,42,0,0,441,80.0
9415,15655,29.0,M,1.0,81,33673.0,1,1,Rent,50008,2015-01-10,Local,0,0.0,94,Phone,1,11261.250240000001,3.0,Compact,10964.66252,gray,6922.848773000001,1,40.7,-93.36,2015,1,10,2,5,1,1087,81.0
9416,15659,45.0,F,0.0,73,38079.0,0,1,Own,80019,2015-11-10,Local,0,1.0,91,Broker,1,9039.230918000001,4.0,Compact,17792.27184,red,21501.08069,1,39.79,-104.7,2015,11,10,46,1,0,783,73.0
9417,15660,34.0,F,1.0,82,35270.0,1,1,Own,85014,2016-12-09,Parking Lot,0,0.0,4,Broker,1,4063.9484270000003,2.0,Medium,18325.316890000002,other,42592.845539999995,0,33.5,-112.05,2016,12,9,49,4,0,388,82.0
9418,15661,26.0,F,0.0,74,32595.0,0,0,Rent,15021,2016-05-08,Parking Lot,0,1.0,21,Online,1,5908.304501,2.0,Medium,15814.19748,gray,18126.790090000002,0,40.38,-80.39,2016,5,8,18,6,1,603,74.0
9419,15664,37.0,F,1.0,78,36103.0,0,0,Own,15009,2015-07-03,Local,1,0.0,12,Phone,1,4038.822649,3.0,Compact,20074.37241,white,10662.8524,0,40.69,-80.3,2015,7,3,27,4,0,913,39.0
9420,15668,35.0,M,0.0,81,35545.0,0,1,Own,85005,2015-10-27,Highway,2,0.0,32,Broker,1,1806.456252,3.0,Compact,18702.6849,blue,8832.544506999999,1,33.44,-112.12,2015,10,27,44,1,0,797,27.0
9421,15669,43.0,M,0.0,79,37612.0,1,1,Own,85079,2015-05-03,Local,0,0.0,50,Broker,0,3596.984862,3.0,Compact,28214.72935,black,10322.07376,0,33.5,-112.11,2015,5,3,18,6,1,974,79.0
9422,15670,38.0,M,1.0,79,36355.0,1,0,Own,20141,2015-09-03,Highway,0,0.0,50,Broker,1,6036.551818999999,4.0,Compact,14696.71616,red,27800.855289999996,0,39.13,-77.77,2015,9,3,36,3,0,851,79.0
9423,15671,32.0,M,0.0,76,34674.0,1,0,Own,80038,2016-06-29,Local,0,0.0,12,Broker,0,5945.544039,7.0,Medium,13704.93196,red,38818.19542,1,39.94,-105.06,2016,6,29,26,2,0,551,76.0
9424,15672,55.0,F,0.0,80,40064.0,1,0,Rent,15019,2016-02-18,Local,0,0.0,37,Phone,0,4811.060056,1.0,Compact,39547.79786,gray,12747.35686,0,40.42,-80.35,2016,2,18,7,3,0,683,80.0
9425,15675,38.0,M,1.0,93,36364.0,1,1,Own,85030,2015-09-09,Parking Lot,2,0.0,85,Broker,1,7675.995506,7.0,Compact,53838.035339999995,white,17889.58998,0,33.45,-112.07,2015,9,9,37,2,0,845,31.0
9426,15676,53.0,F,1.0,46,39685.0,0,0,Rent,50023,2015-02-21,Parking Lot,0,1.0,17,Phone,0,7548.7492,4.0,Large,23082.24291,silver,25042.289259999998,0,41.71,-93.62,2015,2,21,8,5,1,1045,46.0
9427,15681,35.0,F,1.0,78,35544.0,1,1,Rent,20104,2016-02-29,Parking Lot,0,0.0,50,Broker,0,5304.2873899999995,5.0,Large,24568.08798,silver,12223.4484,0,38.92,-77.35,2016,2,29,9,0,0,672,78.0
9428,15682,43.0,F,1.0,84,37607.0,1,0,Own,80003,2015-07-02,Local,0,0.0,99,Broker,1,6526.504068,6.0,Large,19604.10783,black,27027.086010000003,0,39.83,-105.06,2015,7,2,27,3,0,914,84.0
9429,15684,51.0,M,1.0,89,39326.0,1,0,Rent,85005,2015-08-25,Parking Lot,0,0.0,92,Broker,1,4930.435203,3.0,Compact,65279.277689999995,red,12621.08889,0,33.44,-112.12,2015,8,25,35,1,0,860,89.0
9430,15686,34.0,M,0.0,79,35262.0,1,0,Own,85029,2015-12-09,Local,0,1.0,0,Phone,1,5909.065521,8.0,Large,20900.49877,silver,14552.75255,0,33.59,-112.1,2015,12,9,50,2,0,754,79.0
9431,15688,36.0,M,1.0,77,35844.0,1,0,Rent,80005,2015-04-02,Local,0,0.0,73,Broker,0,4274.789513000001,3.0,Compact,20875.34022,blue,15882.60894,0,39.85,-105.13,2015,4,2,14,3,0,1005,77.0
9432,15689,40.0,M,0.0,59,36887.0,0,0,Rent,85025,2016-05-19,Local,1,0.0,22,Phone,1,5005.37269,4.0,Compact,18147.27648,silver,46588.49494,0,33.45,-112.07,2016,5,19,20,3,0,592,29.5
9433,15690,25.0,M,0.0,71,32185.0,1,0,Rent,20144,2016-12-22,Local,1,1.0,54,Broker,0,6342.003092,9.0,Large,18448.1609,black,7280.096707,0,38.92,-77.92,2016,12,22,51,3,0,375,35.5
9434,15692,42.0,F,1.0,80,37375.0,0,0,Own,85082,2015-05-24,Parking Lot,0,0.0,50,Broker,0,7679.067451999999,8.0,Compact,54380.442729999995,gray,21092.657740000002,0,33.46,-111.98,2015,5,24,21,6,1,953,80.0
9435,15693,57.0,F,0.0,15,40435.0,0,1,Own,85083,2016-03-17,Parking Lot,0,0.0,7,Broker,0,3995.124918,2.0,Compact,7884.272664,gray,37658.9778,0,33.73,-112.14,2016,3,17,11,3,0,655,15.0
9436,15694,36.0,M,0.0,88,35849.0,1,0,Own,80107,2016-01-19,Highway,0,0.0,43,Broker,1,8228.317657,11.0,Large,13231.74351,blue,8081.208519,0,39.36,-104.6,2016,1,19,3,1,0,713,88.0
9437,15696,38.0,F,1.0,94,36367.0,1,0,Own,15052,2015-08-14,Local,0,0.0,78,Broker,0,1829.958848,5.0,Compact,29977.87,red,20894.47476,0,40.65,-80.4,2015,8,14,33,4,0,871,94.0
9438,15697,42.0,F,0.0,86,37388.0,0,1,Rent,50013,2016-11-28,Local,0,0.0,83,Broker,0,1568.732223,4.0,Large,29976.20933,blue,25842.404459999998,1,42.02,-93.62,2016,11,28,48,0,0,399,86.0
9439,15698,57.0,M,0.0,67,40415.0,0,0,Own,20134,2016-07-20,Local,0,0.0,25,Broker,1,1890.8781010000002,7.0,Compact,30362.97525,red,12459.0152,0,39.13,-77.71,2016,7,20,29,2,0,530,67.0
9440,15699,39.0,M,1.0,78,36646.0,1,0,Own,20111,2016-03-31,Parking Lot,1,0.0,47,Online,0,6023.549553,12.0,Compact,20458.07008,black,8410.052972,0,38.75,-77.43,2016,3,31,13,3,0,641,39.0
9441,15702,43.0,F,1.0,80,37602.0,1,0,Rent,20147,2015-10-11,Local,0,0.0,44,Phone,0,10556.27899,8.0,Compact,4863.186071,red,16051.56345,1,39.04,-77.48,2015,10,11,41,6,1,813,80.0
9442,15704,32.0,F,0.0,61,34649.0,1,1,Own,85077,2015-06-11,Parking Lot,1,0.0,8,Broker,1,6524.0496219999995,5.0,Medium,24586.418540000002,blue,5338.48939,0,33.45,-111.97,2015,6,11,24,3,0,935,30.5
9443,15705,54.0,F,1.0,86,39886.0,1,0,Rent,20153,2015-01-18,Parking Lot,2,0.0,8,Broker,1,5371.334661,4.0,Large,24817.19215,blue,32368.078980000002,0,38.87,-77.4,2015,1,18,3,6,1,1079,28.666666666666668
9444,15707,46.0,M,1.0,58,38266.0,0,1,Own,80021,2016-01-20,Local,1,0.0,62,Broker,1,3652.228907,0.0,Large,19195.16967,other,40111.95492,1,39.89,-105.11,2016,1,20,3,2,0,712,29.0
9445,15709,28.0,M,1.0,72,33312.0,0,1,Rent,20119,2016-10-16,Local,0,0.0,44,Online,1,3468.711765,3.0,Medium,11225.99684,white,23565.32763,0,38.61,-77.64,2016,10,16,41,6,1,442,72.0
9446,15710,42.0,M,1.0,55,37378.0,1,0,Rent,15027,2016-04-06,Local,2,0.0,34,Phone,1,7601.691673,5.0,Compact,26498.17593,gray,8187.970398,1,40.66,-80.24,2016,4,6,14,2,0,635,18.333333333333332
9447,15711,60.0,F,1.0,54,40930.0,1,1,Own,80101,2015-03-10,Highway,0,1.0,50,Online,1,1856.6246039999999,2.0,Large,19331.28106,gray,58269.82513,0,39.47,-103.95,2015,3,10,11,1,0,1028,54.0
9448,15712,56.0,F,1.0,76,40249.0,1,1,Rent,85030,2016-02-25,Parking Lot,0,0.0,6,Broker,1,4881.775053,5.0,Medium,35671.556939999995,red,14229.53236,0,33.45,-112.07,2016,2,25,8,3,0,676,76.0
9449,15714,59.0,M,1.0,63,40754.0,0,0,Own,80027,2015-11-15,Local,1,1.0,92,Broker,0,7578.630840999999,9.0,Compact,16444.23138,black,6712.400254000001,0,39.96,-105.14,2015,11,15,46,6,1,778,31.5
9450,15716,33.0,F,1.0,87,34964.0,0,1,Rent,20103,2015-11-24,Local,0,0.0,32,Phone,1,5946.510469,6.0,Medium,11975.58194,white,13774.09243,1,38.92,-77.35,2015,11,24,48,1,0,769,87.0
9451,15719,49.0,M,1.0,85,38913.0,1,1,Own,20101,2016-12-12,Parking Lot,4,0.0,35,Phone,1,5301.121553,7.0,Compact,24794.13423,white,21782.85426,1,38.92,-77.35,2016,12,12,50,0,0,385,17.0
9452,15720,50.0,F,1.0,89,39116.0,0,1,Own,85021,2015-08-14,Local,0,0.0,10,Broker,0,2292.116254,9.0,Compact,13654.83119,other,14575.483999999999,0,33.55,-112.09,2015,8,14,33,4,0,871,89.0
9453,15723,41.0,M,1.0,71,37130.0,1,1,Rent,85024,2015-10-10,Local,3,0.0,78,Phone,1,4720.268032,8.0,Large,13246.339240000001,gray,36311.51467,0,33.68,-112.04,2015,10,10,41,5,1,814,17.75
9454,15724,50.0,M,1.0,87,39132.0,1,1,Own,50049,2015-10-16,Local,0,0.0,42,Phone,1,3676.1012200000005,8.0,Large,19737.70051,gray,16629.73057,0,41.01,-93.3,2015,10,16,42,4,0,808,87.0
9455,15725,38.0,F,0.0,71,36379.0,1,1,Rent,20105,2015-11-17,Parking Lot,0,0.0,26,Broker,1,6170.061931,7.0,Medium,17794.3648,gray,31957.05183,0,38.97,-77.64,2015,11,17,47,1,0,776,71.0
9456,15726,53.0,M,0.0,69,39709.0,1,0,Own,85003,2016-06-15,Parking Lot,5,0.0,63,Phone,1,4737.692983,11.0,Compact,15562.296859999999,black,6024.643527,0,33.45,-112.08,2016,6,15,24,2,0,565,11.5
9457,15727,39.0,F,0.0,32,36657.0,1,1,Own,20151,2016-06-05,Local,0,1.0,3,Broker,1,3700.937611,3.0,Large,23346.28626,black,9066.175002,0,38.9,-77.45,2016,6,5,22,6,1,575,32.0
9458,15729,41.0,F,1.0,59,37146.0,1,1,Rent,85076,2016-08-07,Local,0,0.0,70,Broker,0,7419.852598,5.0,Large,14264.02456,black,26075.541259999998,1,33.32,-111.99,2016,8,7,31,6,1,512,59.0
9459,15730,37.0,M,0.0,63,36103.0,1,1,Own,85073,2015-10-05,Local,0,0.0,4,Phone,1,5393.897551,4.0,Compact,7749.202679000001,gray,22935.00809,0,33.44,-112.07,2015,10,5,41,0,0,819,63.0
9460,15734,43.0,M,1.0,84,37597.0,1,1,Rent,20105,2015-03-08,Local,1,1.0,99,Phone,0,3084.711253,8.0,Medium,13117.05894,silver,37767.04604,1,38.97,-77.64,2015,3,8,10,6,1,1030,42.0
9461,15735,41.0,F,1.0,69,37140.0,0,0,Rent,80006,2015-07-22,Highway,3,0.0,50,Broker,0,3298.3910370000003,4.0,Medium,50065.17824,blue,17589.859080000002,0,39.82,-105.1,2015,7,22,30,2,0,894,17.25
9462,15736,52.0,M,1.0,58,39516.0,0,1,Own,15009,2015-10-10,Highway,0,0.0,60,Broker,1,4641.618316,8.0,Compact,51075.574389999994,other,36558.572960000005,0,40.69,-80.3,2015,10,10,41,5,1,814,58.0
9463,15738,38.0,F,1.0,84,36383.0,1,1,Rent,15012,2015-01-11,Parking Lot,0,0.0,73,Broker,0,11957.76534,5.0,Compact,23637.4439,gray,27015.18498,0,40.12,-79.86,2015,1,11,2,6,1,1086,84.0
9464,15739,28.0,M,1.0,86,33314.0,1,1,Rent,85060,2016-08-20,Local,1,0.0,35,Phone,0,9667.910484999999,11.0,Medium,21392.7965,other,17030.55321,1,33.5,-111.98,2016,8,20,33,5,1,499,43.0
9465,15741,55.0,M,1.0,77,40077.0,1,1,Rent,50035,2016-08-05,Parking Lot,0,0.0,27,Broker,0,4440.169620000001,1.0,Compact,49764.42746,other,12246.688479999999,0,41.68,-93.46,2016,8,5,31,4,0,514,77.0
9466,15743,21.0,F,1.0,86,30459.0,1,0,Rent,20165,2015-06-01,Parking Lot,1,0.0,1,Online,1,4717.553553,2.0,Large,16790.78285,black,21347.51579,0,39.06,-77.39,2015,6,1,23,0,0,945,43.0
9467,15745,52.0,M,1.0,75,39508.0,0,1,Own,50025,2015-05-06,Highway,0,1.0,96,Broker,1,3751.8812340000004,5.0,Compact,29239.38914,blue,15398.577019999999,0,41.71,-94.92,2015,5,6,19,2,0,971,75.0
9468,15746,57.0,M,1.0,75,40434.0,0,1,Own,15017,2015-09-26,Highway,0,0.0,3,Broker,1,5895.6272850000005,4.0,Large,24618.82696,silver,15282.29662,0,40.35,-80.1,2015,9,26,39,5,1,828,75.0
9469,15747,54.0,F,1.0,69,39895.0,0,0,Own,15012,2015-01-25,Parking Lot,0,0.0,11,Phone,0,6948.614278,4.0,Medium,11163.110279999999,blue,18880.79609,0,40.12,-79.86,2015,1,25,4,6,1,1072,69.0
9470,15749,64.0,F,1.0,73,41578.0,0,1,Rent,15024,2015-07-28,Highway,0,0.0,0,Phone,1,7129.164166,6.0,Large,35138.34131,red,22818.31136,0,40.54,-79.8,2015,7,28,31,1,0,888,73.0
9471,15750,61.0,F,1.0,78,41117.0,1,1,Own,85022,2015-09-30,Parking Lot,0,0.0,79,Phone,1,4135.334037,11.0,Large,10925.75525,silver,21118.88938,0,33.62,-112.05,2015,9,30,40,2,0,824,78.0
9472,15751,43.0,F,0.0,82,37601.0,1,1,Rent,20130,2016-11-21,Parking Lot,0,0.0,85,Broker,0,2385.7784829999996,8.0,Medium,18224.88407,white,15357.755580000001,0,39.0,-77.95,2016,11,21,47,0,0,406,82.0
9473,15752,45.0,M,1.0,81,38050.0,1,0,Own,50011,2015-10-09,Highway,2,1.0,77,Phone,1,5106.14475,3.0,Medium,13328.33887,other,22800.75689,0,42.02,-93.64,2015,10,9,41,4,0,815,27.0
9474,15754,37.0,M,0.0,63,36109.0,1,1,Rent,80041,2015-04-20,Parking Lot,0,0.0,100,Phone,1,5108.596519,4.0,Medium,20305.541,white,7695.098698999999,0,39.69,-104.81,2015,4,20,17,0,0,987,63.0
9475,15756,41.0,F,1.0,94,37141.0,0,1,Own,80006,2016-10-18,Local,0,1.0,36,Phone,1,4622.770613000001,2.0,Medium,22256.56312,blue,11768.487809999999,0,39.82,-105.1,2016,10,18,42,1,0,440,94.0
9476,15757,28.0,M,0.0,69,33304.0,0,1,Rent,50051,2016-06-05,Local,1,0.0,50,Online,0,2426.077337,2.0,Medium,23483.64762,other,24783.14725,0,42.11,-93.15,2016,6,5,22,6,1,575,34.5
9477,15758,73.0,F,1.0,94,42900.0,1,1,Own,50058,2016-07-29,Highway,2,0.0,72,Phone,1,7317.734788,5.0,Compact,9538.997331,red,21380.45265,1,41.87,-94.67,2016,7,29,30,4,0,521,31.333333333333332
9478,15759,76.0,M,1.0,72,43305.0,1,1,Own,80017,2015-08-25,Local,0,0.0,30,Broker,1,2899.124264,2.0,Large,10552.80328,black,13175.27018,0,39.7,-104.79,2015,8,25,35,1,0,860,72.0
9479,15760,31.0,M,1.0,31,34354.0,1,0,Rent,15051,2015-09-02,Parking Lot,0,0.0,59,Broker,0,5112.146219,3.0,Compact,7248.081862000001,red,20164.44838,0,40.56,-79.87,2015,9,2,36,2,0,852,31.0
9480,15762,42.0,M,1.0,72,37379.0,0,0,Rent,20109,2015-12-08,Local,1,1.0,88,Broker,1,1608.84386,2.0,Medium,25823.17136,red,16215.847940000001,0,38.79,-77.53,2015,12,8,50,1,0,755,36.0
9481,15764,42.0,F,1.0,82,37375.0,1,1,Own,20159,2016-02-20,Highway,2,1.0,32,Broker,1,6386.6556740000005,2.0,Medium,19038.642509999998,white,13280.05152,0,39.13,-77.66,2016,2,20,7,5,1,681,27.333333333333332
9482,15765,46.0,M,1.0,55,38282.0,1,0,Rent,50033,2015-08-17,Highway,1,0.0,50,Phone,1,4939.96461,11.0,Medium,19084.30095,red,24702.76727,0,41.36,-93.79,2015,8,17,34,0,0,868,27.5
9483,15766,33.0,M,0.0,50,34973.0,1,0,Rent,20109,2015-11-26,Local,1,0.0,1,Broker,1,4157.277567,6.0,Large,31598.36408,white,11824.43948,1,38.79,-77.53,2015,11,26,48,3,0,767,25.0
9484,15767,56.0,F,0.0,61,40246.0,1,1,Rent,85074,2016-12-27,Local,0,1.0,9,Broker,1,3255.5460199999998,0.0,Large,27093.54501,gray,35725.02123,0,33.45,-112.09,2016,12,27,52,1,0,370,61.0
9485,15769,55.0,M,1.0,82,40055.0,1,0,Rent,50034,2015-12-14,Local,0,0.0,0,Broker,0,3406.62455,6.0,Medium,18072.60976,blue,45341.68159,1,42.47,-93.64,2015,12,14,51,0,0,749,82.0
9486,15772,41.0,F,1.0,50,37145.0,1,1,Own,20109,2016-04-04,Highway,0,1.0,51,Broker,1,3537.6562759999997,3.0,Compact,15020.05726,white,14886.36374,0,38.79,-77.53,2016,4,4,14,0,0,637,50.0
9487,15773,33.0,M,0.0,42,34960.0,0,0,Own,85037,2015-07-12,Parking Lot,0,0.0,50,Online,1,5049.669006,1.0,Medium,46567.79343,black,6995.019482,0,33.48,-112.25,2015,7,12,28,6,1,904,42.0
9488,15775,25.0,F,1.0,67,32181.0,0,1,Own,80023,2015-09-03,Highway,0,0.0,64,Online,1,5157.810876,3.0,Large,27051.85033,blue,19529.08971,0,39.96,-105.02,2015,9,3,36,3,0,851,67.0
9489,15776,23.0,M,0.0,70,31357.0,1,1,Rent,20115,2016-08-01,Parking Lot,0,0.0,93,Phone,1,2621.0276289999997,7.0,Large,14104.04908,silver,17467.42629,0,38.87,-77.85,2016,8,1,31,0,0,518,70.0
9490,15777,44.0,F,1.0,79,37826.0,1,0,Own,20129,2016-11-27,Parking Lot,0,0.0,99,Broker,0,6494.588640999999,7.0,Medium,20013.56885,blue,24311.39851,0,39.16,-77.61,2016,11,27,47,6,1,400,79.0
9491,15778,74.0,F,1.0,74,43033.0,1,1,Rent,50047,2016-07-04,Highway,0,0.0,16,Broker,0,4204.9109149999995,10.0,Medium,8998.283870000001,other,21518.61165,1,41.51,-93.48,2016,7,4,27,0,0,546,74.0
9492,15780,59.0,F,0.0,64,40787.0,1,0,Own,50025,2016-10-30,Local,0,0.0,100,Broker,1,4232.390559,2.0,Medium,14800.78454,blue,14791.88661,0,41.71,-94.92,2016,10,30,43,6,1,428,64.0
9493,15781,27.0,F,1.0,91,32947.0,1,1,Rent,20105,2015-03-19,Parking Lot,2,1.0,91,Online,1,2757.46909,3.0,Medium,15914.64005,black,19353.363119999998,0,38.97,-77.64,2015,3,19,12,3,0,1019,30.333333333333332
9494,15782,42.0,F,0.0,60,37358.0,0,0,Own,50008,2015-06-06,Local,0,1.0,2,Broker,1,2588.516206,2.0,Medium,21796.41599,blue,25907.87224,0,40.7,-93.36,2015,6,6,23,5,1,940,60.0
9495,15783,51.0,F,0.0,90,39324.0,1,1,Rent,50007,2015-07-07,Local,0,0.0,51,Broker,0,6959.442319,4.0,Large,45911.79385,blue,54317.403529999996,0,41.81,-93.61,2015,7,7,28,1,0,909,90.0
9496,15787,37.0,F,1.0,59,36110.0,1,1,Rent,50047,2016-06-28,Parking Lot,2,0.0,19,Broker,1,5734.156508,3.0,Large,10701.1596,gray,16613.25354,0,41.51,-93.48,2016,6,28,26,1,0,552,19.666666666666668
9497,15788,51.0,F,1.0,71,39325.0,0,0,Rent,15014,2015-03-17,Local,0,0.0,29,Phone,1,5506.399877000001,4.0,Large,22485.71211,silver,21972.27963,0,40.61,-79.74,2015,3,17,12,1,0,1021,71.0
9498,15789,54.0,M,1.0,88,39904.0,1,1,Rent,85033,2015-05-05,Local,0,1.0,100,Online,1,4645.320634000001,9.0,Medium,13769.663190000001,blue,9375.750338,0,33.49,-112.21,2015,5,5,19,1,0,972,88.0
9499,15791,39.0,M,1.0,81,36624.0,0,1,Own,20113,2016-02-19,Local,0,1.0,27,Broker,1,3620.701899,5.0,Compact,29016.3735,gray,19183.71469,0,38.74,-77.48,2016,2,19,7,4,0,682,81.0
9500,15792,51.0,M,1.0,31,39328.0,0,1,Rent,50021,2016-02-20,Local,0,0.0,88,Broker,1,2996.530266,3.0,Large,27666.40037,silver,17559.67954,0,41.72,-93.6,2016,2,20,7,5,1,681,31.0
9501,15796,49.0,F,0.0,89,38907.0,1,0,Rent,20113,2016-12-16,Local,2,1.0,24,Broker,1,3107.331063,8.0,Compact,5353.09062,black,6132.597456,0,38.74,-77.48,2016,12,16,50,4,0,381,29.666666666666668
9502,15798,46.0,F,1.0,56,38279.0,1,0,Rent,15053,2015-02-04,Local,0,0.0,77,Phone,1,6492.763214,6.0,Compact,16278.661080000002,silver,36010.75697,0,40.38,-80.36,2015,2,4,6,2,0,1062,56.0
9503,15800,56.0,F,1.0,81,40262.0,0,0,Rent,80014,2016-01-24,Local,1,0.0,12,Phone,1,2180.9614239999996,4.0,Large,30512.569260000004,gray,8579.61634,0,39.66,-104.84,2016,1,24,3,6,1,708,40.5
9504,15801,36.0,F,1.0,76,35831.0,1,0,Own,80019,2015-04-05,Parking Lot,0,0.0,91,Broker,0,5494.745983,7.0,Medium,18539.53655,gray,20189.40915,0,39.79,-104.7,2015,4,5,14,6,1,1002,76.0
9505,15805,52.0,M,1.0,65,39518.0,1,0,Own,80025,2016-08-04,Parking Lot,0,0.0,9,Broker,0,4137.931513,7.0,Compact,23286.885280000002,red,25891.71135,0,39.94,-105.28,2016,8,4,31,3,0,515,65.0
9506,15811,44.0,M,0.0,86,37866.0,1,0,Own,50032,2015-07-29,Local,1,0.0,91,Broker,1,5192.1521729999995,5.0,Compact,39252.33829,blue,45754.979269999996,0,41.67,-93.54,2015,7,29,31,2,0,887,43.0
9507,15814,35.0,F,0.0,87,35549.0,1,1,Own,20144,2016-07-28,Local,0,0.0,53,Broker,1,5674.4050210000005,8.0,Large,13429.94601,gray,27826.90058,0,38.92,-77.92,2016,7,28,30,3,0,522,87.0
9508,15816,41.0,F,0.0,87,37145.0,1,1,Own,85055,2015-03-18,Local,0,0.0,13,Broker,1,7303.694892,4.0,Medium,8968.217734,white,10250.63199,1,33.45,-111.97,2015,3,18,12,2,0,1020,87.0
9509,15818,32.0,F,1.0,88,34647.0,0,0,Own,80014,2015-05-02,Local,0,0.0,63,Phone,0,5522.245414999999,6.0,Compact,44790.92246,black,28842.58988,1,39.66,-104.84,2015,5,2,18,5,1,975,88.0
9510,15819,67.0,F,1.0,90,42042.0,1,0,Own,80036,2016-11-24,Parking Lot,3,0.0,0,Phone,1,4543.551329999999,2.0,Medium,18922.98585,white,21025.30477,0,39.88,-105.05,2016,11,24,47,3,0,403,22.5
9511,15821,40.0,M,1.0,72,36889.0,1,1,Own,20109,2015-01-25,Highway,0,0.0,36,Phone,0,5682.427583,3.0,Compact,29476.311210000003,black,39469.70706,0,38.79,-77.53,2015,1,25,4,6,1,1072,72.0
9512,15822,35.0,F,1.0,88,35554.0,0,1,Rent,50010,2015-12-23,Local,0,0.0,96,Broker,0,3276.6328280000002,6.0,Compact,24739.20394,blue,21480.40924,0,42.02,-93.62,2015,12,23,52,2,0,740,88.0
9513,15823,52.0,F,1.0,92,39498.0,1,1,Own,15052,2015-07-23,Local,0,1.0,17,Phone,1,6387.695905,4.0,Medium,22751.17357,gray,9126.736299,0,40.65,-80.4,2015,7,23,30,3,0,893,92.0
9514,15824,51.0,F,1.0,78,39332.0,1,0,Own,80107,2015-05-29,Highway,1,0.0,100,Broker,0,3717.5492799999997,2.0,Medium,3103.429251,red,15423.12274,0,39.36,-104.6,2015,5,29,22,4,0,948,39.0
9515,15827,50.0,F,0.0,74,39123.0,1,1,Own,85012,2015-03-12,Parking Lot,3,0.0,73,Broker,1,9942.200337999999,10.0,Large,24668.78998,blue,21892.33965,0,33.5,-112.07,2015,3,12,11,3,0,1026,18.5
9516,15828,38.0,F,1.0,39,36375.0,1,1,Rent,85072,2016-06-04,Highway,1,0.0,61,Phone,1,9525.29991,3.0,Compact,32616.88363,red,12300.260970000001,1,33.45,-112.01,2016,6,4,22,5,1,576,19.5
9517,15831,35.0,M,1.0,76,35559.0,0,1,Own,15003,2015-05-25,Local,0,0.0,51,Online,1,4650.5572600000005,10.0,Medium,11040.89721,blue,33835.83433,0,40.59,-80.22,2015,5,25,22,0,0,952,76.0
9518,15832,54.0,F,0.0,74,39879.0,1,0,Own,85012,2015-03-08,Local,6,0.0,71,Broker,1,3441.767879,4.0,Compact,30244.58681,other,26785.37983,0,33.5,-112.07,2015,3,8,10,6,1,1030,10.571428571428571
9519,15833,49.0,M,0.0,62,38911.0,0,0,Rent,80033,2016-01-28,Local,0,1.0,72,Phone,1,5028.18333,5.0,Large,25253.71936,other,24158.26732,0,39.77,-105.09,2016,1,28,4,3,0,704,62.0
9520,15834,29.0,M,1.0,73,33678.0,1,1,Own,50028,2015-02-01,Highway,0,0.0,50,Online,1,3858.517717,2.0,Medium,17049.84969,red,22673.47037,1,41.82,-93.15,2015,2,1,5,6,1,1065,73.0
9521,15835,32.0,M,0.0,33,34662.0,1,1,Rent,50027,2016-01-25,Local,0,0.0,43,Broker,0,3910.824151,1.0,Large,51797.532869999995,gray,38025.51779,0,41.5,-92.46,2016,1,25,4,0,0,707,33.0
9522,15837,55.0,M,1.0,83,40060.0,1,1,Own,50011,2016-07-17,Local,0,0.0,100,Broker,1,5504.289743,6.0,Compact,42109.38305,other,10904.4892,1,42.02,-93.64,2016,7,17,28,6,1,533,83.0
9523,15839,46.0,M,0.0,63,38279.0,1,0,Rent,15025,2016-02-01,Local,0,0.0,2,Phone,0,2979.96498,7.0,Large,12882.4894,white,43237.19701,0,40.29,-79.88,2016,2,1,5,0,0,700,63.0
9524,15841,33.0,F,1.0,86,34961.0,1,1,Rent,85009,2015-10-14,Local,0,0.0,51,Phone,1,6296.732887,1.0,Compact,21561.3132,black,12123.25461,0,33.44,-112.13,2015,10,14,42,2,0,810,86.0
9525,15843,25.0,F,0.0,85,32186.0,1,1,Rent,20139,2015-02-23,Local,0,0.0,42,Online,0,2799.84622,4.0,Medium,45384.683260000005,black,31499.579289999998,1,38.66,-77.7,2015,2,23,9,0,0,1043,85.0
9526,15846,61.0,M,0.0,74,41110.0,1,1,Rent,85017,2016-08-31,Highway,0,0.0,33,Broker,0,4280.578737,6.0,Large,6917.0978620000005,white,13196.66947,0,33.5,-112.12,2016,8,31,35,2,0,488,74.0
9527,15847,31.0,F,1.0,47,34352.0,0,1,Own,50049,2015-12-13,Local,0,0.0,44,Broker,1,5230.472318,4.0,Medium,15422.69826,gray,10120.18673,0,41.01,-93.3,2015,12,13,50,6,1,750,47.0
9528,15848,46.0,M,1.0,74,38296.0,1,0,Rent,80016,2015-02-09,Parking Lot,1,0.0,7,Broker,0,3044.46887,7.0,Large,29314.70703,black,24590.47,0,39.6,-104.71,2015,2,9,7,0,0,1057,37.0
